dataset_id,subject_id,session_id,circuit_id,t_sec,dt_sec,spike_count,x_mtor_proxy,u_observer,condition,split
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,1.05,0.05,0,,1.025979,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,1.1,0.05,2,,0.988676,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,1.15,0.05,1,,0.944373,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,1.2,0.05,0,,0.893462,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,1.25,0.05,0,,0.836396,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,1.3,0.05,1,,0.773682,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,1.35,0.05,0,,0.705875,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,1.4,0.05,1,,0.633578,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,1.45,0.05,1,,0.557433,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,1.5,0.05,1,,0.478115,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,1.55,0.05,0,,0.396329,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,1.6,0.05,0,,0.3128,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,1.65,0.05,0,,0.22827,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,1.7,0.05,0,,0.143489,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,1.75,0.05,1,,0.059209,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,1.8,0.05,2,,-0.023821,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,1.85,0.05,0,,-0.104864,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,1.9,0.05,0,,-0.183201,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,1.95,0.05,0,,-0.258137,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,2.0,0.05,0,,-0.329007,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,2.05,0.05,0,,-0.395181,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,2.1,0.05,0,,-0.456072,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,2.15,0.05,0,,-0.51114,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,2.2,0.05,0,,-0.559895,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,2.25,0.05,0,,-0.601906,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,2.3,0.05,0,,-0.636799,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,2.35,0.05,0,,-0.664264,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,2.4,0.05,0,,-0.684059,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,2.45,0.05,0,,-0.696006,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,2.5,0.05,0,,-0.7,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,2.55,0.05,0,,-0.696006,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,2.6,0.05,1,,-0.684059,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,2.65,0.05,2,,-0.664264,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,2.7,0.05,0,,-0.636799,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,2.75,0.05,0,,-0.601906,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,2.8,0.05,0,,-0.559895,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,2.85,0.05,1,,-0.51114,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,2.9,0.05,1,,-0.456072,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,2.95,0.05,0,,-0.395181,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,3.0,0.05,0,,-0.329007,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,3.05,0.05,0,,-0.258137,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,3.1,0.05,0,,-0.183201,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,3.15,0.05,0,,-0.104864,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,3.2,0.05,0,,-0.023821,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,3.25,0.05,0,,0.059209,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,3.3,0.05,0,,0.143489,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,3.35,0.05,0,,0.22827,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,3.4,0.05,0,,0.3128,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,3.45,0.05,0,,0.396329,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,3.5,0.05,0,,0.478115,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,3.55,0.05,0,,0.557433,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,3.6,0.05,0,,0.633578,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,3.65,0.05,0,,0.705875,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,3.7,0.05,1,,0.773682,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,3.75,0.05,1,,0.836396,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,3.8,0.05,0,,0.893462,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,3.85,0.05,1,,0.944373,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,3.9,0.05,0,,0.988676,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,3.95,0.05,2,,1.025979,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,4.0,0.05,0,,1.055951,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,4.05,0.05,1,,1.078325,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,4.1,0.05,0,,1.092903,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,4.15,0.05,0,,1.099556,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,4.2,0.05,0,,1.098224,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,4.25,0.05,1,,1.08892,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,4.3,0.05,0,,1.071725,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,4.35,0.05,0,,1.046793,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,4.4,0.05,0,,1.014344,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,4.45,0.05,1,,0.974668,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,4.5,0.05,1,,0.928115,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,4.55,0.05,0,,0.8751,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,4.6,0.05,1,,0.816092,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,4.65,0.05,0,,0.751616,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,4.7,0.05,1,,0.682244,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,4.75,0.05,0,,0.608591,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,4.8,0.05,0,,0.531312,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,4.85,0.05,1,,0.451092,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,4.9,0.05,1,,0.368643,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,4.95,0.05,1,,0.284697,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,5.0,0.05,0,,-0.1,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,5.05,0.05,1,,-0.184697,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,5.1,0.05,0,,-0.268643,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,5.15,0.05,1,,-0.351092,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,5.2,0.05,0,,-0.431312,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,5.25,0.05,0,,-0.508591,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,5.3,0.05,0,,-0.582244,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,5.35,0.05,0,,-0.651616,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,5.4,0.05,1,,-0.716092,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,5.45,0.05,0,,-0.7751,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,5.5,0.05,0,,-0.828115,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,5.55,0.05,0,,-0.874668,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,5.6,0.05,0,,-0.914344,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,5.65,0.05,0,,-0.946793,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,5.7,0.05,1,,-0.971725,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,5.75,0.05,0,,-0.98892,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,5.8,0.05,0,,-0.998224,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,5.85,0.05,2,,-0.999556,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,5.9,0.05,0,,-0.992903,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,5.95,0.05,0,,-0.978325,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,6.0,0.05,0,,-0.955951,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,6.05,0.05,0,,-0.925979,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,6.1,0.05,0,,-0.888676,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,6.15,0.05,2,,-0.844373,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,6.2,0.05,1,,-0.793462,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,6.25,0.05,0,,-0.736396,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,6.3,0.05,1,,-0.673682,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,6.35,0.05,1,,-0.605875,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,6.4,0.05,0,,-0.533578,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,6.45,0.05,0,,-0.457433,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,6.5,0.05,0,,-0.378115,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,6.55,0.05,0,,-0.296329,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,6.6,0.05,0,,-0.2128,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,6.65,0.05,0,,-0.12827,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,6.7,0.05,2,,-0.043489,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,6.75,0.05,0,,0.040791,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,6.8,0.05,1,,0.123821,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,6.85,0.05,0,,0.204864,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,6.9,0.05,1,,0.283201,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,6.95,0.05,1,,0.358137,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,7.0,0.05,0,,0.429007,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,7.05,0.05,1,,0.495181,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,7.1,0.05,1,,0.556072,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,7.15,0.05,0,,0.61114,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,7.2,0.05,1,,0.659895,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,7.25,0.05,0,,0.701906,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,7.3,0.05,0,,0.736799,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,7.35,0.05,1,,0.764264,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,7.4,0.05,0,,0.784059,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,7.45,0.05,0,,0.796006,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,7.5,0.05,1,,0.8,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,7.55,0.05,0,,0.796006,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,7.6,0.05,1,,0.784059,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,7.65,0.05,1,,0.764264,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,7.7,0.05,0,,0.736799,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,7.75,0.05,0,,0.701906,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,7.8,0.05,0,,0.659895,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,7.85,0.05,1,,0.61114,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,7.9,0.05,1,,0.556072,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,7.95,0.05,0,,0.495181,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,8.0,0.05,0,,0.429007,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,8.05,0.05,0,,0.358137,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,8.1,0.05,1,,0.283201,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,8.15,0.05,1,,0.204864,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,8.2,0.05,1,,0.123821,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,8.25,0.05,0,,0.040791,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,8.3,0.05,0,,-0.043489,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,8.35,0.05,1,,-0.12827,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,8.4,0.05,0,,-0.2128,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,8.45,0.05,1,,-0.296329,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,8.5,0.05,2,,-0.378115,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,8.55,0.05,1,,-0.457433,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,8.6,0.05,2,,-0.533578,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,8.65,0.05,0,,-0.605875,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,8.7,0.05,0,,-0.673682,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,8.75,0.05,1,,-0.736396,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,8.8,0.05,0,,-0.793462,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,8.85,0.05,0,,-0.844373,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,8.9,0.05,0,,-0.888676,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,8.95,0.05,0,,-0.925979,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,9.0,0.05,0,,-0.955951,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,9.05,0.05,0,,-0.978325,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,9.1,0.05,0,,-0.992903,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,9.15,0.05,0,,-0.999556,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,9.2,0.05,0,,-0.998224,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,9.25,0.05,0,,-0.98892,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,9.3,0.05,0,,-0.971725,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,9.35,0.05,0,,-0.946793,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,9.4,0.05,1,,-0.914344,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,9.45,0.05,1,,-0.874668,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,9.5,0.05,1,,-0.828115,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,9.55,0.05,0,,-0.7751,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,9.6,0.05,0,,-0.716092,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,9.65,0.05,0,,-0.651616,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,9.7,0.05,0,,-0.582244,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,9.75,0.05,0,,-0.508591,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,9.8,0.05,0,,-0.431312,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,9.85,0.05,1,,-0.351092,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,9.9,0.05,1,,-0.268643,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,9.95,0.05,1,,-0.184697,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,10.0,0.05,0,,-0.1,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,10.05,0.05,1,,-0.015303,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,10.1,0.05,0,,0.068643,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,10.15,0.05,0,,0.151092,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,10.2,0.05,0,,0.231312,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,10.25,0.05,0,,0.308591,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,10.3,0.05,0,,0.382244,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,10.35,0.05,0,,0.451616,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,10.4,0.05,1,,0.516092,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,10.45,0.05,1,,0.5751,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,10.5,0.05,1,,0.628115,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,10.55,0.05,0,,0.674668,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,10.6,0.05,2,,0.714344,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,10.65,0.05,0,,0.746793,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,10.7,0.05,0,,0.771725,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,10.75,0.05,0,,0.78892,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,10.8,0.05,0,,0.798224,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,10.85,0.05,1,,0.799556,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,10.9,0.05,0,,0.792903,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,10.95,0.05,0,,0.778325,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,11.0,0.05,0,,0.755951,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,11.05,0.05,0,,0.725979,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,11.1,0.05,0,,0.688676,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,11.15,0.05,0,,0.644373,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,11.2,0.05,1,,0.593462,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,11.25,0.05,0,,0.536396,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,11.3,0.05,0,,0.473682,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,11.35,0.05,1,,0.405875,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,11.4,0.05,0,,0.333578,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,11.45,0.05,0,,0.257433,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,11.5,0.05,1,,0.178115,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,11.55,0.05,0,,0.096329,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,11.6,0.05,0,,0.0128,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,11.65,0.05,1,,-0.07173,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,11.7,0.05,0,,-0.156511,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,11.75,0.05,0,,-0.240791,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,11.8,0.05,0,,-0.323821,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,11.85,0.05,0,,-0.404864,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,11.9,0.05,1,,-0.483201,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,11.95,0.05,1,,-0.558137,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,12.0,0.05,0,,-0.629007,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,12.05,0.05,0,,-0.695181,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,12.1,0.05,0,,-0.756072,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,12.15,0.05,0,,-0.81114,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,12.2,0.05,1,,-0.859895,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,12.25,0.05,0,,-0.901906,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,12.3,0.05,0,,-0.936799,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,12.35,0.05,1,,-0.964264,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,12.4,0.05,1,,-0.984059,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,12.45,0.05,0,,-0.996006,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,12.5,0.05,0,,-1.0,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,12.55,0.05,0,,-0.996006,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,12.6,0.05,1,,-0.984059,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,12.65,0.05,0,,-0.964264,visual_stim,train
allen_vcnp_v2,mouse_demo,session_demo_02,unit_000,12.7,0.05,0,,-0.936799,visual_stim,train
